,Course,College,Graduated,SCHOOL,Pr1,Pr2,Pr3,Pr4,Pr5,Oapr
196,BS COMMUNITY DEVELOPMENT,CSWCD,1,BALIWASAN SENIOR HIGH SCHOOL WEST,82.02,77.12,44.12,94.54,91.68,86.26
197,BS COMMUNITY DEVELOPMENT,CSWCD,1,CABALUAY NATIONAL HIGH SCHOOL,61.05,90.94,59.25,44.18,91.68,74.25
198,BS COMMUNITY DEVELOPMENT,CSWCD,1,ZAMBOANGA CITY STATE POLYTECHNIC COLLEGE,63.53,71.99,72.66,34.54,63.1,66.95
199,BS COMMUNITY DEVELOPMENT,CSWCD,1,SOUTHERN CITY COLLEGES,82.02,71.99,36.55,70.61,33.69,72.43
200,BA ELS,CLA,1,WESTERN MINDANAO STATE UNIVERSITY,96.95,96.76,98.58,24.91,79.78,95.42
201,BA ELS,CLA,1,ST. MARY'S COLLEGE OF LABASON,70.75,42.05,59.25,53.82,33.69,61.37
202,BA ELS,CLA,1,SYSTEM TECHNOLOGY INSTITUTE,55.84,71.99,51.68,79.96,15.15,60.09
203,BA ELS,CLA,1,AYALA NATIONAL HIGH SCHOOL,97.39,66.85,76.79,70.61,83.75,92.03
204,BA ELS,CLA,1,SOUTHERN CITY COLLEGES,76.83,96.76,66.81,44.18,53.29,78.81
205,BA ELS,CLA,1,AMA COMPUTER COLLEGE,93.41,87.4,91.97,24.91,83.75,90.13
206,BA ELS,CLA,1,DON PABLO LORENZO MEMORIAL HIGH SCHOOL,86.35,54.75,66.81,84.63,72.9,82.12
207,BA ELS,CLA,1,COMPUTER TECHNOLOGY INSTITUTE,63.53,82.26,85.06,18.16,87.72,74.25
208,BA ELS,CLA,1,INTERNATIONAL PHILIPPINE SCHOOL IN JEDDAH,97.83,82.26,80.93,75.28,87.72,94.48
209,BA ELS,CLA,1,NONE,58.56,82.26,85.06,63.45,63.1,73.34
210,BA ELS,CLA,1,SYSTEM TECHNOLOGY INSTITUTE,91.83,90.94,59.25,93.38,72.9,90.6
211,BA ELS,CLA,1,AYALA NATIONAL HIGH SCHOOL,76.83,71.99,51.68,10.45,43.49,63.6
212,BA ELS,CLA,1,WESTERN MINDANAO STATE UNIVERSITY,68.5,82.26,66.81,53.82,72.9,73.34
213,BA ELS,CLA,1,CULIANAN NATIONAL HIGH SCHOOL,63.53,54.75,59.25,24.91,72.9,61.37
214,BA ELS,CLA,1,AYALA NATIONAL HIGH SCHOOL,34.94,87.4,80.93,44.18,83.75,65.83
215,BA ELS,CLA,1,"UNIVERSAL COLLEGE OF SOUTHEAST ASIA AND THE FACIFIC, INC.",78.85,71.99,59.25,24.91,43.49,69.19
216,BA ELS,CLA,1,SOUTHERN CITY COLLEGES,99.42,94.82,91.97,84.63,87.72,97.92
217,BA ELS,CLA,1,PILAR COLLEGE,74.8,61.11,29.96,63.45,20.6,61.37
218,BA ELS,CLA,1,MARIAN COLLEGE,84.91,87.4,51.68,53.82,53.29,78.81
219,BA ELS,CLA,1,SOUTHERN CITY COLLEGES,55.84,30.03,76.79,24.91,87.72,60.09
220,BA ELS,CLA,1,NONE,76.83,77.12,51.68,24.91,63.1,70.3
221,BA ELS,CLA,1,KABASALAN NATIONAL HIGH SCHOOL,88.66,98.7,91.97,79.96,63.1,92.03
222,BA ELS,CLA,1,PILAR COLLEGE,61.05,35.7,29.96,63.45,87.72,60.09
223,BA ELS,CLA,1,SYSTEM TECHNOLOGY INSTITUTE,68.5,66.85,66.81,84.63,53.29,73.34
224,BA ELS,CLA,1,WESTERN MINDANAO STATE UNIVERSITY,63.53,61.11,76.79,79.96,72.9,73.34
225,BS COMPUTER SCIENCE,CCS,1,SYSTEM TECHNOLOGY INSTITUTE,78.85,82.26,29.96,44.18,63.1,71.42
226,BS COMPUTER SCIENCE,CCS,1,DON PABLO LORENZO MEMORIAL HIGH SCHOOL,76.83,77.12,59.25,34.54,15.15,65.83
227,BS COMPUTER SCIENCE,CCS,1,SYSTEM TECHNOLOGY INSTITUTE,76.83,90.94,80.93,18.16,83.75,79.72
228,BS COMPUTER SCIENCE,CCS,1,ATENEO DE ZAMBOANGA UNIVERSITY,82.02,66.85,24.36,44.18,53.29,68.07
229,BS COMPUTER SCIENCE,CCS,1,DON PABLO LORENZO MEMORIAL HIGH SCHOOL,49.95,87.4,66.81,84.63,72.9,72.43
230,BS COMPUTER SCIENCE,CCS,1,SYSTEM TECHNOLOGY INSTITUTE,61.05,71.99,51.68,34.54,43.49,60.09
231,BS COMPUTER SCIENCE,CCS,1,SAINT JOSEPH COLLEGE,74.8,92.88,85.06,63.45,72.9,82.81
232,BS COMPUTER SCIENCE,CCS,1,MANICAHAN NATIONAL HIGH SCHOOL,58.56,77.12,51.68,79.96,91.68,74.25
233,BS COMPUTER SCIENCE,CCS,1,NONE,78.85,66.85,29.96,98.63,87.72,85.57
234,BS COMPUTER SCIENCE,CCS,1,MARCELO SPINOLA SCHOOL,82.02,77.12,76.79,79.96,43.49,81.43
235,BS COMPUTER SCIENCE,CCS,1,AYALA NATIONAL HIGH SCHOOL,55.84,35.7,94.84,63.45,63.1,68.07
236,BS COMPUTER SCIENCE,CCS,1,DON PABLO LORENZO MEMORIAL HIGH SCHOOL,91.83,90.94,66.81,84.63,79.78,90.13
237,BS COMPUTER SCIENCE,CCS,1,SOUTHERN CITY COLLEGES,76.83,35.7,44.12,70.61,63.1,66.95
238,BS COMPUTER SCIENCE,CCS,1,WESTERN MINDANAO STATE UNIVERSITY,93.41,98.7,85.06,98.29,91.68,97.09
239,BS COMPUTER SCIENCE,CCS,1,ZAMBOANGA CITY HIGH SCHOOL,74.8,77.12,72.66,79.96,53.29,77.9
240,BS COMPUTER SCIENCE,CCS,1,SYSTEM TECHNOLOGY INSTITUTE,72.78,66.85,93.41,70.61,79.78,81.43
241,BS COMPUTER SCIENCE,CCS,1,NONE,70.75,35.7,85.06,79.96,72.9,74.25
242,BS COMPUTER SCIENCE,CCS,1,NOTRE DAME OF BONGAO,70.75,77.12,72.66,75.28,79.78,77.9
243,BS COMPUTER SCIENCE,CCS,1,SYSTEM TECHNOLOGY INSTITUTE,80.58,77.12,76.79,24.91,72.9,76.98
244,BS COMPUTER SCIENCE,CCS,1,ZAMBOANGA CITY HIGH SCHOOL,72.78,35.7,59.25,93.38,79.78,75.16
245,BS COMPUTER SCIENCE,CCS,1,SYSTEM TECHNOLOGY INSTITUTE,63.53,48.4,59.25,63.45,63.1,63.6
246,BS COMPUTER SCIENCE,CCS,1,SOUTHERN CITY COLLEGES,82.02,71.99,85.06,70.61,63.1,82.12
247,BS COMPUTER SCIENCE,CCS,1,ZAMBOANGA CITY HIGH SCHOOL,88.66,94.82,72.66,44.18,79.78,86.95
248,BS COMPUTER SCIENCE,CCS,1,AYALA NATIONAL HIGH SCHOOL,66.01,54.75,91.97,34.54,63.1,70.3
249,BS COMPUTER SCIENCE,CCS,1,WESTERN MINDANAO STATE UNIVERSITY,76.83,71.99,80.93,84.63,72.9,82.12
250,BS CIVIL ENGINEERING,COE,1,PILAR COLLEGE,97.83,94.82,89.19,94.54,95.65,97.64
251,BS CIVIL ENGINEERING,COE,1,ATENEO DE ZAMBOANGA UNIVERSITY,98.17,94.82,93.41,99.34,98.81,99.3
252,BS CIVIL ENGINEERING,COE,1,WESTERN MINDANAO STATE UNIVERSITY,96.52,94.82,72.66,92.22,97.87,96.17
253,BS CIVIL ENGINEERING,COE,1,TORIBIO MINOR MEMORIAL NATIONAL HIGH SCHOOL,92.71,30.03,94.84,99.2,79.78,94.16
254,BS CIVIL ENGINEERING,COE,1,WESTERN MINDANAO STATE UNIVERSITY,93.41,82.26,96.28,95.71,87.72,95.98
255,BS CIVIL ENGINEERING,COE,1,NOTRE DAME OF JOLO COLLEGE,80.58,90.94,91.97,93.38,91.68,91.56
256,BS CIVIL ENGINEERING,COE,1,WESTERN MINDANAO STATE UNIVERSITY,90.77,77.12,66.81,92.22,72.9,88.7
257,BS CIVIL ENGINEERING,COE,1,UNIVERSIDAD DE ZAMBOANGA,87.6,90.94,93.41,97.62,91.68,95.1
258,BS CIVIL ENGINEERING,COE,1,NONE,96.08,94.82,93.41,92.22,98.34,97.27
259,BS CIVIL ENGINEERING,COE,1,ATENEO DE ZAMBOANGA UNIVERSITY,98.17,92.88,66.81,98.29,87.72,97.27
260,BS CIVIL ENGINEERING,COE,1,WESTERN MINDANAO STATE UNIVERSITY,76.83,54.75,93.41,94.54,83.75,86.95
261,BS CIVIL ENGINEERING,COE,1,RECODO NATIONAL HIGH SCHOOL,80.58,87.4,80.93,84.63,79.78,86.26
262,BS CIVIL ENGINEERING,COE,1,PILAR COLLEGE,95.51,96.76,96.28,99.47,79.78,98.43
263,BS CIVIL ENGINEERING,COE,1,ZAMBOANGA CHONG HUA HIGH SCHOOL,95.51,90.94,76.79,92.22,79.78,93.85
264,BS CIVIL ENGINEERING,COE,1,BASILAN NATIONAL HIGH SCHOOL,84.91,92.88,91.97,95.71,95.65,94.16
265,BS CIVIL ENGINEERING,COE,1,REGIONAL SCIENCE HIGH SCHOOL,83.47,87.4,99.43,97.62,98.34,96.54
266,BS CIVIL ENGINEERING,COE,1,WESTERN MINDANAO STATE UNIVERSITY,99.42,98.7,76.79,93.38,98.34,98.56
267,BS CIVIL ENGINEERING,COE,1,WESTERN MINDANAO STATE UNIVERSITY,92.71,82.26,80.93,99.61,83.75,96.35
268,BS CIVIL ENGINEERING,COE,1,REGIONAL SCIENCE HIGH SCHOOL,98.65,92.88,96.28,94.54,79.78,97.92
269,BS CIVIL ENGINEERING,COE,1,SOUTHERN CITY COLLEGES,97.39,99.7,96.28,99.34,79.78,99.04
270,BS CIVIL ENGINEERING,COE,1,REGIONAL SCIENCE HIGH SCHOOL,96.08,61.11,97.72,98.63,98.34,97.8
271,BS CIVIL ENGINEERING,COE,1,ATENEO DE ZAMBOANGA UNIVERSITY,98.41,94.82,85.06,98.29,87.72,98.18
272,BS CIVIL ENGINEERING,COE,1,PILAR COLLEGE,97.83,90.94,94.84,99.2,98.34,99.04
273,BS CIVIL ENGINEERING,COE,1,CLARET HIGH SCHOOL ZAMBOANGA,96.52,90.94,93.41,94.54,79.78,96.35
274,BS CIVIL ENGINEERING,COE,1,ATENEO DE ZAMBOANGA UNIVERSITY,93.41,71.99,89.19,79.96,72.9,90.6
275,BS ARCHITECTURE,College of Architecture,1,SIOCON NATIONAL HIGH SCHOOL,94.81,71.99,98.58,94.54,63.1,95.1
276,BS ARCHITECTURE,College of Architecture,1,ATENEO DE ZAMBOANGA UNIVERSITY,96.08,71.99,59.25,92.22,95.65,93.22
277,BS ARCHITECTURE,College of Architecture,1,ZAMBOANGA CITY HIGH SCHOOL,72.78,82.26,85.06,89.31,53.29,82.12
278,BS ARCHITECTURE,College of Architecture,1,AMA COMPUTER COLLEGE,76.83,92.88,51.68,53.82,43.49,75.16
279,BS ARCHITECTURE,College of Architecture,1,UNIVERSIDAD DE ZAMBOANGA,72.78,48.4,72.66,92.22,63.1,76.07
280,BS ARCHITECTURE,College of Architecture,1,BALIWASAN SENIOR HIGH SCHOOL - WEST,58.56,30.03,72.66,92.22,87.72,71.42
281,BS ARCHITECTURE,College of Architecture,1,ZAMBOANGA CHONG HUA HIGH SCHOOL,80.58,77.12,66.81,34.54,83.75,77.9
282,BS ARCHITECTURE,College of Architecture,1,BALIWASAN SENIOR HIGH SCHOOL - WEST,37.99,71.99,76.79,63.45,72.9,62.48
283,BS ARCHITECTURE,College of Architecture,1,SOUTHERN CITY COLLEGES,61.05,87.4,85.06,94.54,72.9,82.81
284,BS ARCHITECTURE,College of Architecture,1,WESTERN MINDANAO STATE UNIVERSITY,78.85,96.76,89.19,92.22,98.81,93.22
285,BS ARCHITECTURE,College of Architecture,1,ZAMBOANGA CHONG HUA HIGH SCHOOL,55.84,54.75,80.93,53.82,83.75,68.07
286,BS ARCHITECTURE,College of Architecture,1,NONE,78.85,77.12,24.36,53.82,63.1,70.3
287,BS ARCHITECTURE,College of Architecture,1,BALIWASAN SENIOR HIGH SCHOOL - WEST,89.71,77.12,85.06,84.63,53.29,88.22
288,BS ARCHITECTURE,College of Architecture,1,DON PABLO LORENZO MEMORIAL HIGH SCHOOL,90.77,61.11,80.93,44.18,87.72,85.57
289,BS ARCHITECTURE,College of Architecture,1,ATENEO DE ZAMBOANGA UNIVERSITY,84.91,87.4,85.06,53.82,97.87,88.7
290,BS ARCHITECTURE,College of Architecture,1,SYSTEM TECHNOLOGY INSTITUTE,66.01,71.99,76.79,75.28,79.78,76.07
291,BS ARCHITECTURE,College of Architecture,1,UNIVERSIDAD DE ZAMBOANGA,83.47,61.11,72.66,79.96,83.75,82.81
292,BS ARCHITECTURE,College of Architecture,1,WESTERN MINDANAO STATE UNIVERSITY,47.0,82.26,98.58,70.61,43.49,75.16
293,BS ARCHITECTURE,College of Architecture,1,DON PABLO LORENZO MEMORIAL HIGH SCHOOL,76.83,77.12,76.79,96.87,63.1,85.57
294,BS ARCHITECTURE,College of Architecture,1,AMA COMPUTER COLLEGE,49.95,77.12,72.66,79.96,53.29,68.07
295,BS ARCHITECTURE,College of Architecture,1,SOUTHERN CITY COLLEGES,55.84,66.85,72.66,84.63,79.78,72.43
296,BS ARCHITECTURE,College of Architecture,1,UNIVERSIDAD DE ZAMBOANGA,78.85,66.85,89.19,93.38,72.9,85.57
297,BS ARCHITECTURE,College of Architecture,1,UNIVERSIDAD DE ZAMBOANGA,89.71,71.99,85.06,63.45,63.1,85.57
298,BS ARCHITECTURE,College of Architecture,1,UNIVERSIDAD DE ZAMBOANGA,89.71,87.4,72.66,63.45,43.49,84.19
299,BS ARCHITECTURE,College of Architecture,1,WESTERN MINDANAO STATE UNIVERSITY,94.81,92.88,72.66,79.96,72.9,92.03
300,BS ELECTRICAL ENGINEERING,COE,1,SYSTEM TECHNOLOGY INSTITUTE,58.56,71.99,93.41,70.61,43.49,73.34
301,BS ELECTRICAL ENGINEERING,COE,1,ATENEO DE ZAMBOANGA UNIVERSITY,92.71,90.94,96.28,89.31,83.75,94.79
302,BS ELECTRICAL ENGINEERING,COE,1,UNIVERSIDAD DE ZAMBOANGA,94.81,87.4,66.81,75.28,79.78,90.6
303,BS ELECTRICAL ENGINEERING,COE,1,CLARET COLLEGE OF ISABELA,94.11,99.7,99.71,99.91,83.75,99.55
304,BS ELECTRICAL ENGINEERING,COE,1,WESTERN MINDANAO STATE UNIVERSITY,92.71,90.94,51.68,92.22,97.87,92.9
305,BS ELECTRICAL ENGINEERING,COE,1,NONE,88.66,90.94,91.97,84.63,79.78,91.56
306,BS ELECTRICAL ENGINEERING,COE,1,REGIONAL SCIENCE HIGH SCHOOL,97.39,77.12,98.58,99.61,87.72,98.81
307,BS ELECTRICAL ENGINEERING,COE,1,NONE,78.85,90.94,72.66,18.16,87.72,79.72
308,BS ELECTRICAL ENGINEERING,COE,1,KABASALAN SCIENCE & TECHNOLOGY HIGH SCHOOL,47.0,71.99,89.19,75.28,91.68,75.16
309,BS ELECTRICAL ENGINEERING,COE,1,BUNGUIAO NATIONAL HIGH SCHOOL,31.88,66.85,93.41,53.82,83.75,65.83
310,BS ELECTRICAL ENGINEERING,COE,1,NOTRE DAME OF JOLO COLLEGE,63.53,61.11,91.97,75.28,63.1,75.16
311,BS ELECTRICAL ENGINEERING,COE,1,WESTERN MINDANAO STATE UNIVERSITY,61.05,77.12,91.97,98.29,72.9,86.26
312,BS ELECTRICAL ENGINEERING,COE,1,WESTERN MINDANAO STATE UNIVERSITY,80.58,48.4,51.68,75.28,63.1,73.34
313,BS ELECTRICAL ENGINEERING,COE,1,MARIA CLARA LOBREGAT NATIONAL HIGH SCHOOL,78.85,82.26,76.79,95.71,83.75,88.22
314,BS ELECTRICAL ENGINEERING,COE,1,PILAR COLLEGE,66.01,90.94,72.66,18.16,97.87,76.98
315,BS ELECTRICAL ENGINEERING,COE,1,WESTERN MINDANAO STATE UNIVERSITY,92.71,77.12,89.19,96.87,95.65,95.1
316,BS ELECTRICAL ENGINEERING,COE,1,ZAMBOANGA CHONG HUA HIGH SCHOOL,89.71,92.88,96.28,94.54,98.34,96.35
317,BS ELECTRICAL ENGINEERING,COE,1,WESTERN MINDANAO STATE UNIVERSITY,80.58,92.88,91.97,97.62,83.75,92.9
318,BS ELECTRICAL ENGINEERING,COE,1,SOUTHERN CITY COLLEGES,90.77,61.11,59.25,63.45,43.49,79.72
319,BS ELECTRICAL ENGINEERING,COE,1,FILIPINO-TURKISH TOLERANCE HIGH SCHOOL,76.83,35.7,59.25,79.96,72.9,72.43
320,BS ELECTRICAL ENGINEERING,COE,1,COLEGIO DE LA CIUDAD DE ZAMBOANGA,91.83,92.88,36.55,70.61,79.78,86.95
321,BS ELECTRICAL ENGINEERING,COE,1,BASILAN NATIONAL HIGH SCHOOL,90.77,82.26,94.84,94.54,83.75,94.16
322,BS ELECTRICAL ENGINEERING,COE,1,CLARET COLLEGE OF ISABELA,61.05,30.03,44.12,53.82,95.65,62.48
323,BS ELECTRICAL ENGINEERING,COE,1,WESTERN MINDANAO STATE UNIVERSITY,84.91,94.82,93.41,92.22,72.9,92.03
324,BS ELECTRICAL ENGINEERING,COE,1,WESTERN MINDANAO STATE UNIVERSITY,97.39,90.94,99.43,99.75,87.72,99.36
325,BATSILYER NG SINING SA FILIPINO,CLA,1,MERCEDES NATIONAL HIGH SCHOOL,47.0,54.75,89.19,79.96,53.29,66.95
326,BATSILYER NG SINING SA FILIPINO,CLA,1,RECODO NATIONAL HIGH SCHOOL,68.5,61.11,59.25,53.82,87.72,71.42
327,BATSILYER NG SINING SA FILIPINO,CLA,1,ZAMBOANGA CITY STATE POLYTECHNIC COLLEGE,80.58,61.11,18.75,44.18,79.78,68.07
328,BATSILYER NG SINING SA FILIPINO,CLA,1,WESTERN MINDANAO STATE UNIVERSITY,63.53,87.4,59.25,75.28,79.78,75.16
329,BATSILYER NG SINING SA FILIPINO,CLA,1,"UNIVERSAL COLLEGE OF SOUTHEAST ASIA AND THE FACIFIC, INC.",76.83,48.4,72.66,44.18,43.49,68.07
330,BATSILYER NG SINING SA FILIPINO,CLA,1,ATENEO DE ZAMBOANGA UNIVERSITY,70.75,54.75,91.97,75.28,53.29,76.07
331,BATSILYER NG SINING SA FILIPINO,CLA,1,COLEGIO DE LA CIUDAD DE ZAMBOANGA,87.6,87.4,80.93,84.63,4.24,82.81
332,BATSILYER NG SINING SA FILIPINO,CLA,1,WESTERN MINDANAO STATE UNIVERSITY,80.58,77.12,72.66,53.82,72.9,78.81
333,BATSILYER NG SINING SA FILIPINO,CLA,1,BALIWASAN SENIOR HIGH SCHOOL WEST,66.01,61.11,66.81,63.45,63.1,68.07
334,BATSILYER NG SINING SA FILIPINO,CLA,1,CURUAN NATIONAL HIGH SCHOOL,76.83,82.26,76.79,24.91,79.78,76.98
335,BATSILYER NG SINING SA FILIPINO,CLA,1,CURUAN NATIONAL HIGH SCHOOL,74.8,66.85,76.79,79.96,79.78,79.72
336,BATSILYER NG SINING SA FILIPINO,CLA,1,SOUTHERN CITY COLLEGES,74.8,48.4,36.55,44.18,43.49,61.37
337,BATSILYER NG SINING SA FILIPINO,CLA,1,UNIVERSIDAD DE ZAMBOANGA SENIOR HIGH SCHOOL,55.84,71.99,80.93,34.54,79.78,68.07
338,BATSILYER NG SINING SA FILIPINO,CLA,1,AYALA NATIONAL HIGH SCHOOL,68.5,71.99,66.81,18.16,43.49,63.6
339,BATSILYER NG SINING SA FILIPINO,CLA,1,UNIVERSIDAD DE ZAMBOANGA SENIOR HIGH SCHOOL,83.47,90.94,80.93,89.31,91.68,90.13
340,BATSILYER NG SINING SA FILIPINO,CLA,1,WESTERN MINDANAO STATE UNIVERSITY,84.91,94.82,80.93,75.28,72.9,88.22
341,BATSILYER NG SINING SA FILIPINO,CLA,1,MANICAHAN NATIONAL HIGH SCHOOL,66.01,54.75,72.66,79.96,9.69,63.6
342,BATSILYER NG SINING SA FILIPINO,CLA,1,SYSTEM TECHNOLOGY INSTITUTE,63.53,90.94,76.79,63.45,83.75,77.9
343,BATSILYER NG SINING SA FILIPINO,CLA,1,UNIVERSIDAD DE ZAMBOANGA,72.78,87.4,59.25,63.45,33.69,72.43
344,BATSILYER NG SINING SA FILIPINO,CLA,1,AMA COMPUTER COLLEGE,61.05,90.94,24.36,63.45,63.1,65.83
345,BATSILYER NG SINING SA FILIPINO,CLA,1,AMA COMPUTER COLLEGE,76.83,48.4,36.55,53.82,43.49,63.6
346,BATSILYER NG SINING SA FILIPINO,CLA,1,SIBUCO NATIONAL HIGH SCHOOL,47.0,82.26,59.25,18.16,83.75,61.37
347,BATSILYER NG SINING SA FILIPINO,CLA,1,SINDANGAN NATIONAL HIGH SCHOOL,68.5,61.11,76.79,63.45,33.69,68.07
348,BATSILYER NG SINING SA FILIPINO,CLA,1,ZAMBOANGA CITY STATE POLYTECHNIC COLLEGE,68.5,66.85,36.55,53.82,72.9,65.83
349,BATSILYER NG SINING SA FILIPINO,CLA,1,AMA COMPUTER COLLEGE,70.75,71.99,59.25,18.16,79.78,68.07
350,BACHELOR OF PHYSICAL EDUCATION,CSSPE,1,BASILAN NATIONAL HIGH SCHOOL,80.58,54.75,66.81,44.18,79.78,74.25
351,BACHELOR OF PHYSICAL EDUCATION,CSSPE,1,NONE,68.5,54.75,51.68,84.63,33.69,66.95
352,BACHELOR OF PHYSICAL EDUCATION,CSSPE,1,"SIBUGAY TECHNICAL INSTITUTE, INC.",88.66,87.4,66.81,89.31,63.1,87.64
353,BACHELOR OF PHYSICAL EDUCATION,CSSPE,1,AYALA NATIONAL HIGH SCHOOL,72.78,48.4,59.25,70.61,26.06,64.72
354,BACHELOR OF PHYSICAL EDUCATION,CSSPE,1,BALIWASAN SENIOR HIGH SCHOOL - WEST,34.94,92.88,76.79,70.61,87.72,71.42
355,BACHELOR OF PHYSICAL EDUCATION,CSSPE,1,AMA COMPUTER COLLEGE,63.53,77.12,66.81,63.45,87.72,74.25
356,BACHELOR OF PHYSICAL EDUCATION,CSSPE,1,WESTERN MINDANAO STATE UNIVERSITY,76.83,77.12,51.68,53.82,20.6,68.07
357,BACHELOR OF PHYSICAL EDUCATION,CSSPE,1,SIOCON NATIONAL HIGH SCHOOL,93.41,87.4,59.25,79.96,95.65,91.56
358,BACHELOR OF PHYSICAL EDUCATION,CSSPE,1,DON PABLO LORENZO MEMORIAL HIGH SCHOOL,76.83,66.85,89.19,14.31,43.49,71.42
359,BACHELOR OF PHYSICAL EDUCATION,CSSPE,1,NONE,68.5,92.88,72.66,79.96,33.69,76.98
360,BACHELOR OF PHYSICAL EDUCATION,CSSPE,1,MANICAHAN NATIONAL HIGH SCHOOL,68.5,82.26,66.81,79.96,43.49,74.25
361,BACHELOR OF PHYSICAL EDUCATION,CSSPE,1,AYALA NATIONAL HIGH SCHOOL,68.5,48.4,80.93,53.82,43.49,66.95
362,BACHELOR OF PHYSICAL EDUCATION,CSSPE,1,NONE,74.8,87.4,24.36,53.82,83.75,73.34
363,BACHELOR OF PHYSICAL EDUCATION,CSSPE,1,ATENEO DE ZAMBOANGA UNIVERSITY,68.5,71.99,44.12,70.61,79.78,71.42
364,BACHELOR OF PHYSICAL EDUCATION,CSSPE,1,BUNGUIAO NATIONAL HIGH SCHOOL,52.9,82.26,89.19,63.45,26.06,68.07
365,BACHELOR OF PHYSICAL EDUCATION,CSSPE,1,SOUTHERN CITY COLLEGES,86.35,87.4,85.06,84.63,79.78,89.17
366,BACHELOR OF PHYSICAL EDUCATION,CSSPE,1,NONE,88.66,87.4,76.79,2.74,43.49,76.98
367,BACHELOR OF PHYSICAL EDUCATION,CSSPE,1,AMA COMPUTER COLLEGE,61.05,71.99,89.19,34.54,33.69,66.95
368,BACHELOR OF PHYSICAL EDUCATION,CSSPE,1,BUNGUIAO NATIONAL HIGH SCHOOL,86.35,71.99,76.79,70.61,43.49,81.43
369,BACHELOR OF PHYSICAL EDUCATION,CSSPE,1,MARIA CLARA LOBREGAT NATIONAL HIGH SCHOOL,78.85,90.94,76.79,53.82,79.78,82.12
370,BACHELOR OF PHYSICAL EDUCATION,CSSPE,1,AYALA NATIONAL HIGH SCHOOL,74.8,66.85,51.68,44.18,72.9,70.3
371,BACHELOR OF PHYSICAL EDUCATION,CSSPE,1,TALON-TALON NATIONAL HIGH SCHOOL,78.85,61.11,94.84,79.96,63.1,83.5
372,BACHELOR OF PHYSICAL EDUCATION,CSSPE,1,SOUTHERN CITY COLLEGES,82.02,66.85,51.68,53.82,63.1,74.25
373,BACHELOR OF PHYSICAL EDUCATION,CSSPE,1,SOUTHERN CITY COLLEGES,76.83,35.7,59.25,75.28,63.1,70.3
374,BACHELOR OF PHYSICAL EDUCATION,CSSPE,1,SYSTEM TECHNOLOGY INSTITUTE,74.8,92.88,44.12,70.61,72.9,77.9
375,BS HOME MANAGEMENT,CHE,1,ATENEO DE ZAMBOANGA UNIVERSITY,84.91,82.26,76.79,75.28,72.9,84.88
376,BS HOME MANAGEMENT,CHE,1,ATENEO DE ZAMBOANGA UNIVERSITY,76.83,42.05,66.81,95.71,79.78,80.63
377,BS HOME MANAGEMENT,CHE,1,SYSTEM TECHNOLOGY INSTITUTE,70.75,66.85,18.75,53.82,43.49,60.09
378,BS HOME MANAGEMENT,CHE,1,VITALI NATIONAL HIGH SCHOOL,74.8,61.11,29.96,63.45,53.29,65.83
379,BS HOME MANAGEMENT,CHE,1,CALDWELL ADVENTIST ACADEMY,80.58,66.85,36.55,63.45,79.78,74.25
380,BS HOME MANAGEMENT,CHE,1,PILAR COLLEGE,80.58,61.11,29.96,34.54,79.78,69.19
381,BS HOME MANAGEMENT,CHE,1,NONE,91.83,82.26,76.79,24.91,83.75,86.26
382,BS HOME MANAGEMENT,CHE,1,CLARET SCHOOL OF LAMITAN,70.75,92.88,29.96,34.54,33.69,65.83
383,BS HOME MANAGEMENT,CHE,1,CLARET HIGH SCHOOL ZAMBOANGA,78.85,82.26,72.66,6.59,53.29,70.3
384,BS HOME MANAGEMENT,CHE,1,SURABAY NATIONAL HIGH SCHOOL,84.91,92.88,72.66,34.54,43.49,80.63
385,BS HOME MANAGEMENT,CHE,1,SYSTEM TECHNOLOGY INSTITUTE,74.8,66.85,51.68,44.18,53.29,68.07
386,BS HOME MANAGEMENT,CHE,1,AYALA TECHNICAL VOCATIONAL SCHOOL,68.5,82.26,59.25,53.82,72.9,72.43
387,BS HOME MANAGEMENT,CHE,1,CABALUAY NATIONAL HIGH SCHOOL,82.02,77.12,51.68,53.82,72.9,76.98
388,BS HOME MANAGEMENT,CHE,1,SYSTEM TECHNOLOGY INSTITUTE,68.5,77.12,59.25,53.82,53.29,69.19
389,BS HOME MANAGEMENT,CHE,1,WESTERN MINDANAO STATE UNIVERSITY,72.78,42.05,66.81,34.54,72.9,65.83
390,BS HOME MANAGEMENT,CHE,1,CLARET HIGH SCHOOL,68.5,61.11,91.97,63.45,26.06,71.42
391,BS HOME MANAGEMENT,CHE,1,NONE,72.78,42.05,66.81,89.31,26.06,69.19
392,BS HOME MANAGEMENT,CHE,1,PILAR COLLEGE,52.9,92.88,85.06,18.16,43.49,66.95
393,BS HOME MANAGEMENT,CHE,1,SOUTHERN CITY COLLEGES,49.95,82.26,59.25,75.28,79.78,69.19
394,BS HOME MANAGEMENT,CHE,1,WESTERN MINDANAO STATE UNIVERSITY,72.78,66.85,66.81,63.45,43.49,70.3
395,BS HOME MANAGEMENT,CHE,1,WESTERN MINDANAO STATE UNIVERSITY,90.77,94.82,91.97,63.45,83.75,92.03
396,BS HOME MANAGEMENT,CHE,1,WESTERN MINDANAO STATE UNIVERSITY,58.56,77.12,44.12,79.96,33.69,64.72
